category,price,discount,quantity,payment_method,delivery_time_days,region,total_amount,shipping_cost,profit_margin,customer_age,customer_gender,returned
0,47.69,0.0,2,0,5,4,95.38,8.23,34.69,29,0,0
6,3.27,0.2,2,4,8,2,5.23,4.35,-2.26,27,1,0
1,202.8,0.0,1,1,5,4,202.8,7.01,17.33,31,0,0
3,44.53,0.15,1,2,5,2,37.85,4.78,-1.75,52,1,0
3,11.17,0.05,1,1,4,4,10.61,2.3,-1.45,53,0,0
2,39.33,0.0,1,0,4,2,39.33,5.66,8.11,64,0,0
6,20.37,0.1,2,2,6,4,36.67,6.05,8.62,67,1,0
4,102.24,0.0,1,2,4,4,102.24,6.95,21.68,55,1,1
2,88.61,0.0,1,2,4,4,88.61,5.89,25.12,60,2,0
3,40.68,0.0,2,1,4,3,81.36,6.53,-0.02,56,1,0
1,267.93,0.05,2,1,5,3,509.07,8.58,52.51,25,0,1
1,254.76,0.0,2,4,5,1,509.52,9.71,51.43,37,1,1
3,12.21,0.05,2,1,4,2,23.2,4.03,-2.17,61,1,0
3,11.54,0.0,3,3,5,1,34.62,6.86,-4.09,59,1,0
5,16.43,0.05,1,1,3,0,15.61,4.43,0.25,30,0,0
5,122.03,0.0,1,5,4,3,122.03,6.37,30.24,20,1,0
0,33.71,0.2,1,3,4,4,26.97,3.09,9.05,57,1,0
5,144.18,0.15,1,1,7,4,122.55,7.34,29.42,55,1,1
1,405.27,0.0,3,5,4,0,1215.81,9.66,136.24,33,1,0
1,119.29,0.15,3,1,8,3,304.19,7.58,28.92,41,1,0
3,4.85,0.3,1,4,5,0,3.39,2.92,-2.65,52,1,0
6,2.81,0.05,4,1,3,0,10.68,3.34,0.93,58,1,0
6,22.66,0.2,1,4,5,0,18.13,4.35,2.9,36,0,0
2,10.92,0.0,1,0,3,2,10.92,2.83,0.99,50,1,1
0,89.86,0.0,3,1,7,4,269.58,7.68,113.63,68,0,0
5,63.43,0.0,4,1,4,2,253.72,9.55,66.57,32,0,0
5,68.01,0.2,5,2,4,3,272.04,8.99,72.62,42,1,0
4,101.69,0.1,1,0,4,3,91.52,5.7,19.93,23,1,0
2,14.87,0.0,1,2,4,2,14.87,3.62,1.58,23,1,0
1,347.55,0.05,1,1,4,3,330.17,9.51,30.11,52,0,0
4,276.4,0.0,2,0,4,0,552.8,9.5,145.28,59,0,1
4,177.39,0.0,1,2,5,4,177.39,8.1,41.57,56,0,0
6,17.13,0.0,4,1,3,2,68.52,7.08,20.33,48,0,0
3,16.81,0.0,5,2,3,2,84.05,6.81,-0.09,39,0,0
2,17.81,0.0,1,3,4,4,17.81,3.02,3.21,62,0,1
5,13.92,0.1,1,1,4,2,12.53,3.48,0.28,37,1,0
2,22.84,0.0,2,2,6,3,45.68,4.67,11.32,40,0,0
4,406.82,0.0,1,1,6,1,406.82,9.02,104.89,60,1,0
4,13.75,0.0,1,2,3,2,13.75,3.95,-0.1,54,0,0
5,49.92,0.2,1,1,3,2,39.94,4.64,7.34,48,1,0
3,2.73,0.0,1,2,3,2,2.73,1.99,-1.77,59,0,0
3,34.24,0.0,1,1,4,0,34.24,6.77,-4.03,39,0,0
6,10.49,0.2,1,0,5,3,8.39,4.76,-1.4,56,0,0
1,178.12,0.0,2,2,6,1,356.24,8.97,33.78,69,1,0
5,94.67,0.0,1,2,4,4,94.67,7.54,20.86,21,1,0
5,16.99,0.05,1,3,5,4,16.14,3.67,1.17,61,0,0
3,21.65,0.0,1,0,4,3,21.65,3.25,-1.52,27,0,0
6,15.15,0.05,1,1,5,4,14.39,5.24,0.52,36,0,0
5,107.06,0.0,1,1,6,1,107.06,7.29,24.83,19,0,0
1,163.7,0.0,1,1,7,1,163.7,6.73,12.91,61,0,0
4,50.29,0.1,1,2,7,4,45.26,5.88,6.79,54,0,0
3,6.08,0.15,1,2,5,3,5.17,3.38,-2.97,59,0,0
1,345.55,0.0,1,4,4,3,345.55,8.98,32.49,19,1,0
5,41.62,0.15,5,3,9,1,176.88,8.87,44.19,19,0,0
6,3.28,0.05,1,1,4,3,3.12,1.77,-0.52,29,0,0
6,28.25,0.3,3,1,7,1,59.32,6.26,17.47,39,0,0
1,241.11,0.15,1,1,6,3,204.94,10.06,14.53,36,0,0
5,167.1,0.05,1,1,8,1,158.74,6.57,41.05,67,0,0
2,39.18,0.05,1,2,4,4,37.22,4.95,8.08,47,1,0
1,325.27,0.2,1,2,7,1,260.22,10.16,21.07,42,0,0
3,6.57,0.0,1,1,6,4,6.57,3.72,-3.19,67,1,0
0,19.46,0.0,4,4,5,2,77.84,7.26,27.77,26,1,0
1,514.37,0.05,1,3,3,2,488.65,7.8,50.84,50,0,0
4,111.66,0.0,1,2,7,2,111.66,7.4,23.86,56,0,0
4,88.42,0.0,1,0,3,2,88.42,7.11,17.65,22,0,0
0,46.08,0.15,3,1,6,2,117.5,6.37,46.5,37,0,0
1,142.19,0.05,1,2,4,0,135.08,7.32,8.89,52,0,0
1,100.16,0.05,1,2,6,1,95.15,8.55,2.87,23,0,0
0,39.59,0.0,2,3,3,2,79.18,8.42,27.21,61,0,0
4,35.94,0.15,1,3,5,1,30.55,6.2,2.35,39,1,0
4,90.0,0.0,1,2,5,3,90.0,6.74,18.46,42,0,0
4,10.84,0.15,1,2,6,4,9.21,3.07,-0.49,29,0,0
4,31.9,0.05,1,1,3,2,30.3,5.49,2.99,33,1,0
3,1.59,0.05,1,1,5,3,1.51,1.84,-1.72,65,0,0
5,24.16,0.3,5,2,6,1,84.56,7.05,18.32,53,0,0
4,40.57,0.0,1,3,5,3,40.57,6.87,4.49,55,1,0
4,104.51,0.15,1,2,6,4,88.83,5.22,19.65,42,1,0
0,40.38,0.0,1,2,5,1,40.38,7.77,10.4,54,0,0
1,239.83,0.0,1,2,4,4,239.83,10.07,18.71,53,1,0
6,36.57,0.0,3,1,4,4,109.71,7.52,36.36,53,1,0
5,87.39,0.05,2,1,5,0,166.04,8.82,40.99,47,0,0
6,22.46,0.0,1,2,5,3,22.46,4.17,4.81,30,0,0
4,27.85,0.0,1,1,6,1,27.85,5.62,2.18,34,0,0
6,2.16,0.1,1,3,6,4,1.94,1.02,-0.24,34,1,0
1,341.62,0.0,1,1,6,1,341.62,9.12,31.87,37,1,0
2,109.29,0.1,2,2,3,0,196.72,8.48,60.37,31,1,0
6,4.37,0.05,2,3,5,4,8.3,2.29,1.03,30,0,0
0,19.23,0.0,1,1,5,3,19.23,4.19,4.46,56,1,0
2,67.05,0.0,2,4,4,3,134.1,8.55,38.38,52,1,0
1,100.41,0.0,1,3,5,1,100.41,8.6,3.45,34,0,0
6,48.19,0.1,1,4,4,3,43.37,5.96,11.39,26,1,0
0,32.7,0.0,1,0,5,2,32.7,6.18,8.54,68,0,0
3,9.92,0.1,1,0,4,3,8.93,2.77,-2.06,45,1,0
2,63.67,0.0,1,1,4,2,63.67,5.98,16.3,47,0,0
5,146.53,0.05,1,1,5,0,139.2,8.88,32.88,47,2,1
6,22.26,0.05,1,1,4,4,21.15,4.77,3.69,27,0,0
1,65.36,0.0,1,1,5,1,65.36,5.11,2.73,42,2,0
5,97.25,0.2,1,1,5,3,77.8,6.24,17.1,62,0,0
3,1.84,0.1,2,1,3,2,3.31,3.64,-3.38,48,0,0
5,112.78,0.2,5,1,4,2,451.12,7.41,127.93,40,0,0
5,89.92,0.1,3,1,3,2,242.78,7.48,65.35,69,1,0
0,26.97,0.0,1,1,5,4,26.97,6.03,6.11,42,1,0
5,58.89,0.05,4,0,4,4,223.78,6.54,60.59,48,1,0
6,33.44,0.0,1,3,5,3,33.44,4.0,9.38,60,0,0
1,226.23,0.0,1,1,4,2,226.23,7.04,20.11,22,1,0
5,96.1,0.0,2,2,3,2,192.2,7.78,49.88,27,1,0
0,22.53,0.05,1,2,3,2,21.4,2.77,6.86,51,0,0
0,31.77,0.0,5,0,5,3,158.85,7.94,63.54,19,0,0
5,161.32,0.0,1,0,3,0,161.32,8.45,39.95,22,1,0
3,3.61,0.1,5,1,5,2,16.24,4.32,-3.02,69,0,0
2,47.03,0.05,1,2,8,3,44.68,5.22,10.42,58,1,0
4,46.75,0.0,1,1,5,3,46.75,5.93,7.16,52,0,0
1,244.56,0.0,2,0,6,2,489.12,9.9,48.79,63,1,0
0,33.5,0.05,1,1,5,3,31.82,6.34,7.98,59,0,0
2,49.43,0.1,1,2,3,2,44.49,7.24,8.33,24,0,0
2,44.54,0.15,3,2,5,1,113.58,7.85,31.9,31,0,0
2,63.46,0.05,1,1,4,3,60.29,6.7,14.4,61,0,0
1,51.05,0.0,1,4,4,0,51.05,8.76,-2.63,64,0,0
1,468.99,0.0,1,1,4,2,468.99,8.46,47.82,25,1,0
6,3.29,0.0,1,2,4,4,3.29,1.49,-0.17,20,0,0
5,76.8,0.0,1,1,4,0,76.8,6.3,16.74,37,1,0
6,14.03,0.1,3,0,7,1,37.88,6.35,8.8,59,1,0
2,170.34,0.05,1,2,4,4,161.82,7.73,48.91,64,1,0
0,47.45,0.3,2,3,6,4,66.43,6.84,23.05,28,1,0
5,89.81,0.2,1,0,5,0,71.85,6.92,14.63,55,0,0
5,20.82,0.0,1,1,7,1,20.82,4.35,1.9,33,1,0
0,6.8,0.1,3,5,5,3,18.36,3.28,4.98,63,0,0
6,10.6,0.05,1,2,5,3,10.07,3.06,0.97,47,1,0
6,39.43,0.0,1,2,7,1,39.43,4.65,11.12,21,1,1
3,4.15,0.2,1,4,5,1,3.32,2.74,-2.47,45,0,0
1,354.21,0.3,1,4,3,0,247.95,8.26,21.49,57,0,0
0,23.24,0.0,1,1,6,1,23.24,3.85,6.61,67,0,0
1,187.56,0.0,3,1,4,2,562.68,9.55,57.97,40,1,0
4,121.67,0.05,3,5,3,2,346.76,8.77,88.32,19,1,0
2,187.59,0.0,1,1,4,2,187.59,9.29,56.37,54,1,0
0,5.02,0.0,5,1,6,1,25.1,5.73,5.57,64,1,0
5,101.5,0.05,1,2,5,4,96.42,5.72,23.21,69,0,0
4,121.69,0.1,2,0,4,2,219.04,8.12,53.21,55,1,0
2,35.65,0.0,1,4,6,4,35.65,5.29,7.19,66,0,0
4,22.4,0.15,1,0,5,2,19.04,5.12,0.21,19,1,0
5,244.18,0.05,1,1,5,1,231.97,8.75,60.84,46,1,0
0,4.27,0.0,1,1,5,4,4.27,2.84,-0.92,33,1,0
4,130.42,0.05,1,0,4,4,123.9,5.75,28.94,19,0,0
0,27.19,0.05,2,3,4,0,51.66,6.55,16.7,38,1,0
0,70.29,0.0,1,5,6,3,70.29,6.22,25.41,41,1,0
1,307.73,0.0,1,4,5,4,307.73,8.98,27.95,27,1,0
4,185.85,0.0,1,2,7,3,185.85,7.23,44.81,21,0,0
2,105.85,0.2,3,1,4,4,254.04,9.27,79.64,59,0,1
5,150.84,0.0,2,1,4,3,301.68,8.09,82.41,23,0,1
2,25.52,0.0,1,5,5,3,25.52,4.87,4.06,62,1,0
6,2.83,0.05,1,1,4,3,2.69,2.33,-1.25,45,1,0
2,435.56,0.1,1,2,4,2,392.0,8.81,128.39,39,1,0
3,6.87,0.0,1,5,4,4,6.87,3.91,-3.36,38,0,0
6,62.47,0.0,1,0,3,2,62.47,7.1,17.89,61,1,0
3,13.75,0.0,3,0,8,1,41.25,5.79,-2.49,36,1,0
5,23.71,0.0,1,1,7,1,23.71,4.72,2.39,41,0,0
4,110.7,0.05,3,1,6,1,315.5,8.99,79.35,18,1,0
5,68.4,0.15,1,3,4,4,58.14,6.36,11.08,58,1,0
3,5.91,0.1,1,2,6,3,5.32,0.54,-0.11,43,2,0
2,19.8,0.05,2,4,4,2,37.62,5.01,8.16,34,0,0
6,26.18,0.0,1,3,3,2,26.18,4.95,5.52,29,1,0
4,73.41,0.1,1,0,3,2,66.07,5.64,12.86,34,1,0
4,247.57,0.0,1,2,4,4,247.57,8.45,60.87,54,1,0
1,152.98,0.05,5,2,4,4,726.66,9.68,77.52,66,0,0
6,9.67,0.05,1,2,4,0,9.19,4.35,-0.67,66,1,0
3,8.23,0.05,1,2,4,2,7.82,3.75,-3.12,51,0,0
5,252.25,0.0,1,3,5,1,252.25,9.14,66.54,30,1,0
2,36.49,0.0,1,1,5,0,36.49,5.11,7.66,38,1,1
6,11.93,0.0,1,5,4,3,11.93,2.92,1.85,58,0,0
6,2.31,0.05,1,1,4,3,2.19,3.11,-2.23,55,0,0
6,29.73,0.0,4,2,5,4,118.92,6.04,41.53,60,0,0
1,206.14,0.05,3,1,6,4,587.5,10.36,60.14,60,1,0
5,75.76,0.0,1,1,6,2,75.76,6.47,16.26,44,1,0
2,15.03,0.0,1,1,7,1,15.03,4.32,0.94,23,1,0
2,14.96,0.0,1,2,4,0,14.96,5.85,-0.61,32,1,0
1,316.32,0.05,1,1,6,3,300.5,8.26,27.8,26,0,0
2,41.4,0.0,5,2,5,1,207.0,8.32,64.13,56,0,0
2,59.67,0.05,1,3,5,1,56.69,6.05,13.79,26,1,0
2,70.93,0.2,1,1,4,3,56.74,7.79,12.07,54,1,0
0,9.89,0.15,2,0,5,4,16.81,6.44,1.12,54,1,0
2,19.54,0.05,1,1,6,2,18.56,2.47,4.03,42,0,0
0,5.04,0.05,1,1,6,1,4.79,2.5,-0.34,33,1,0
0,3.31,0.05,1,1,4,0,3.14,1.82,-0.41,38,0,0
2,63.12,0.0,1,1,5,3,63.12,5.83,16.26,46,0,0
2,21.66,0.2,4,1,7,4,69.31,6.34,17.92,27,0,0
5,63.98,0.05,4,4,8,4,243.12,8.32,64.62,50,1,0
5,68.8,0.2,1,1,5,1,55.04,5.38,11.13,62,1,0
2,110.18,0.0,3,2,8,1,330.54,9.24,106.45,31,1,0
5,10.73,0.0,4,1,3,2,42.92,3.37,9.51,57,1,0
1,246.86,0.0,1,1,5,1,246.86,8.47,21.15,43,1,0
2,80.91,0.3,2,5,8,3,113.27,7.15,32.49,33,0,0
6,30.98,0.0,1,1,6,4,30.98,4.15,8.24,66,1,0
0,6.61,0.1,1,0,3,2,5.95,2.43,0.25,68,1,0
4,81.25,0.0,1,1,6,4,81.25,6.33,16.42,53,1,0
0,4.21,0.0,1,0,3,2,4.21,2.28,-0.39,25,0,0
4,211.95,0.0,1,0,4,0,211.95,8.39,50.96,38,0,0
0,42.28,0.0,1,2,6,1,42.28,7.11,11.92,63,0,0
2,63.05,0.0,1,2,8,1,63.05,7.37,14.7,18,0,0
6,32.69,0.0,1,3,7,4,32.69,3.87,9.21,52,0,0
4,106.84,0.0,1,4,4,3,106.84,7.75,22.17,27,1,0
0,13.67,0.0,3,2,5,4,41.01,6.51,11.94,54,0,0
6,94.34,0.0,1,2,4,3,94.34,8.33,29.41,43,1,0
2,18.23,0.15,1,3,5,3,15.5,3.98,1.44,34,0,1
4,36.43,0.05,1,0,4,2,34.61,4.45,5.24,58,1,0
4,226.73,0.0,1,1,6,1,226.73,8.52,54.96,61,1,0
1,209.94,0.1,1,2,3,2,188.95,6.98,15.69,24,1,0
2,24.67,0.05,1,3,4,2,23.44,3.66,4.54,64,0,0
3,9.5,0.0,2,2,6,3,19.0,5.21,-3.69,61,0,0
6,51.04,0.1,1,3,5,1,45.94,7.08,11.3,24,1,0
4,130.12,0.0,1,2,5,3,130.12,7.33,29.1,34,1,0
2,40.69,0.15,2,4,6,0,69.17,7.23,16.98,34,1,0
6,3.09,0.1,1,1,6,4,2.78,1.7,-0.59,40,0,1
2,73.0,0.0,1,5,4,0,73.0,5.1,20.45,57,0,0
1,73.44,0.0,1,3,4,4,73.44,7.2,1.61,61,0,0
2,15.24,0.05,1,3,5,4,14.48,4.23,0.84,61,1,0
4,36.49,0.3,3,3,5,1,76.63,6.4,15.06,44,1,0
6,25.65,0.0,5,2,4,3,128.25,6.08,45.22,42,1,0
5,40.46,0.0,2,1,5,1,80.92,5.88,18.4,49,0,0
2,112.58,0.0,1,3,4,2,112.58,8.5,30.9,35,1,0
2,92.44,0.0,1,4,4,2,92.44,7.2,25.15,62,2,0
1,227.07,0.05,1,0,3,2,215.72,7.09,18.8,25,1,0
4,216.23,0.0,1,1,6,4,216.23,6.84,53.7,40,1,0
5,191.94,0.0,1,1,5,1,191.94,7.73,49.85,52,1,0
1,153.89,0.0,1,2,6,1,153.89,7.14,11.33,34,0,0
2,113.81,0.0,1,4,6,3,113.81,7.82,32.01,64,1,1
6,51.02,0.2,1,0,7,4,40.82,4.98,11.35,67,0,0
2,57.63,0.0,1,0,6,4,57.63,4.97,15.2,32,1,0
0,63.5,0.15,1,1,3,0,53.98,6.21,18.08,22,1,0
3,4.69,0.1,1,4,5,1,4.22,2.89,-2.55,55,1,0
2,99.95,0.15,1,1,5,4,84.96,7.62,22.12,21,1,0
6,18.3,0.3,1,4,5,1,12.81,3.84,1.28,34,0,0
5,109.39,0.0,4,2,3,2,437.56,8.41,122.86,44,1,0
4,53.83,0.05,1,2,4,4,51.14,5.9,8.42,28,2,0
3,8.63,0.0,1,2,4,3,8.63,4.13,-3.44,36,1,0
5,21.88,0.15,2,2,5,1,37.2,6.2,4.96,36,1,0
1,136.09,0.05,1,2,6,3,129.29,7.75,7.76,61,0,0
1,646.08,0.0,1,1,6,3,646.08,8.79,68.74,37,0,0
6,4.14,0.0,3,2,5,4,12.42,4.06,0.91,67,1,0
6,4.99,0.0,2,1,4,4,9.98,2.84,1.15,67,0,0
1,157.03,0.0,1,0,5,1,157.03,8.04,10.8,18,1,0
5,41.39,0.0,1,1,5,2,41.39,6.66,5.76,47,1,0
0,6.92,0.0,1,4,4,4,6.92,4.63,-1.52,55,0,0
5,195.24,0.2,1,1,5,0,156.19,7.64,39.22,41,0,0
5,75.84,0.1,1,1,5,3,68.26,6.58,13.9,58,0,0
4,21.1,0.0,2,1,4,2,42.2,6.4,5.42,34,1,0
4,369.43,0.0,1,2,7,2,369.43,10.93,92.51,30,1,0
1,373.24,0.0,1,3,5,4,373.24,10.2,34.59,44,2,0
1,162.5,0.0,1,1,4,2,162.5,6.95,12.55,36,1,0
6,6.41,0.0,1,3,5,1,6.41,3.88,-1.32,35,0,0
1,348.98,0.0,1,2,5,3,348.98,7.88,34.0,28,0,0
0,5.54,0.0,1,2,3,0,5.54,3.83,-1.34,24,1,0
5,114.91,0.05,2,0,6,1,218.33,9.05,56.45,23,0,0
5,179.99,0.1,1,4,4,4,161.99,8.18,40.42,56,1,0
0,8.54,0.0,1,0,5,1,8.54,4.2,-0.36,33,1,0
2,87.71,0.15,1,2,7,1,74.55,5.96,20.13,60,0,0
1,540.47,0.15,1,3,3,2,459.4,9.51,45.62,34,1,0
0,3.45,0.0,1,1,4,3,3.45,1.51,0.04,18,0,0
3,6.56,0.0,1,1,7,3,6.56,5.71,-5.19,50,1,1
1,1294.13,0.0,1,3,6,1,1294.13,9.43,145.87,58,0,0
6,2.98,0.0,1,3,3,2,2.98,0.95,0.24,35,1,0
2,37.83,0.0,1,3,5,1,37.83,3.57,9.67,31,1,0
2,80.5,0.0,1,1,6,1,80.5,5.88,22.3,46,0,0
1,128.8,0.0,1,2,4,2,128.8,7.77,7.69,41,0,0
6,35.24,0.0,1,1,5,4,35.24,5.33,8.77,49,0,0
1,68.48,0.05,2,1,4,0,130.11,7.68,7.93,56,0,0
4,315.35,0.05,1,3,4,4,299.58,8.85,75.03,38,0,0
2,51.72,0.1,1,1,5,1,46.55,5.7,10.59,55,0,0
6,35.23,0.0,1,3,3,2,35.23,6.82,7.27,50,2,0
2,28.29,0.2,1,1,4,3,22.63,4.77,3.15,41,0,0
2,66.37,0.0,1,2,6,3,66.37,5.63,17.6,66,0,0
3,30.61,0.0,1,1,4,4,30.61,4.62,-2.17,69,1,0
0,55.54,0.15,1,3,4,2,47.21,5.65,15.59,57,0,0
4,26.33,0.2,1,3,4,2,21.06,4.64,1.26,32,1,0
2,52.78,0.0,1,2,7,1,52.78,4.67,13.8,59,0,0
1,83.07,0.05,1,5,8,1,78.92,6.63,2.84,32,1,0
4,298.99,0.0,1,1,6,1,298.99,8.99,74.73,56,0,0
1,784.53,0.15,1,1,4,4,666.85,10.93,69.09,20,1,0
1,500.8,0.15,1,0,5,4,425.68,9.58,41.5,22,1,0
4,427.66,0.0,1,1,5,3,427.66,8.43,111.31,39,0,0
5,22.54,0.05,1,1,5,1,21.41,3.89,2.53,23,1,0
2,23.23,0.1,1,1,5,1,20.91,4.82,2.5,68,0,0
6,4.39,0.05,3,3,5,1,12.51,2.32,2.68,30,0,0
6,54.06,0.2,3,3,4,2,129.74,7.59,44.31,49,0,0
5,15.37,0.1,3,5,6,3,41.5,5.55,6.9,33,0,0
4,183.81,0.0,1,1,5,3,183.81,9.36,42.11,28,0,0
5,179.22,0.2,1,2,5,1,143.38,7.57,35.44,43,0,0
6,165.45,0.0,1,0,6,4,165.45,8.28,57.9,53,1,0
2,24.81,0.0,2,2,4,3,49.62,6.58,10.79,61,1,0
4,293.94,0.05,1,0,6,4,279.24,8.38,69.81,58,0,0
5,140.63,0.05,1,1,3,0,133.6,6.96,33.12,33,0,0
0,22.09,0.05,1,4,3,2,20.99,4.27,5.18,64,0,0
5,209.23,0.05,2,1,5,0,397.54,9.15,110.11,46,1,0
2,19.01,0.0,1,1,6,1,19.01,4.06,2.59,62,2,0
3,10.38,0.0,1,0,6,0,10.38,4.22,-3.39,27,1,0
3,67.63,0.0,3,1,6,4,202.89,9.32,6.91,50,0,0
2,14.73,0.05,5,1,5,4,69.97,5.85,18.64,56,1,0
1,229.05,0.0,2,2,5,2,458.1,9.73,45.24,37,1,0
4,209.95,0.0,1,2,7,1,209.95,7.21,51.58,66,0,0
3,16.21,0.0,2,2,5,3,32.42,3.92,-1.33,54,0,0
5,77.51,0.0,1,1,4,0,77.51,6.52,16.73,23,0,0
1,646.34,0.05,1,1,3,2,614.02,9.55,64.13,61,0,0
4,11.35,0.0,3,2,6,3,34.05,4.24,5.29,39,0,0
4,440.25,0.15,3,1,5,4,1122.64,10.76,303.58,49,0,0
6,14.6,0.0,1,1,5,0,14.6,3.63,2.21,56,1,0
2,108.9,0.0,1,5,3,2,108.9,6.65,31.47,22,1,0
0,12.66,0.1,1,5,3,2,11.39,3.02,2.11,55,1,0
6,18.14,0.0,1,1,3,2,18.14,4.78,2.48,67,1,0
5,140.82,0.0,1,5,4,3,140.82,6.79,35.46,18,0,0
1,484.69,0.05,1,0,5,2,460.46,7.58,47.68,38,0,0
1,73.92,0.0,1,1,6,1,73.92,8.0,0.87,38,1,0
0,3.78,0.1,2,2,6,3,6.8,3.1,-0.04,24,1,0
1,490.73,0.0,1,2,6,4,490.73,10.17,48.72,37,0,0
6,46.14,0.05,1,1,5,1,43.83,6.62,10.91,59,0,0
0,34.65,0.0,1,0,3,2,34.65,5.43,10.16,40,0,0
2,46.85,0.0,1,1,5,4,46.85,6.13,10.27,55,0,0
6,14.47,0.0,1,1,5,1,14.47,4.39,1.4,67,1,0
5,152.39,0.1,1,2,7,1,137.15,6.53,34.62,45,2,0
4,19.61,0.0,1,1,5,2,19.61,5.16,0.33,22,1,0
1,270.83,0.0,1,3,4,3,270.83,7.9,24.6,53,0,0
1,69.07,0.0,1,2,5,1,69.07,5.55,2.74,62,1,0
5,38.59,0.0,4,2,6,1,154.36,6.9,39.41,25,2,0
6,34.62,0.15,3,2,4,0,88.28,5.57,29.74,59,1,0
1,138.83,0.0,1,1,6,1,138.83,6.7,9.96,41,1,0
1,476.6,0.2,1,1,5,4,381.28,8.73,37.02,49,1,1
3,5.39,0.0,1,2,6,2,5.39,2.8,-2.37,51,0,0
1,98.38,0.0,1,2,5,0,98.38,5.54,6.27,59,2,1
6,42.71,0.1,1,4,4,2,38.44,3.81,11.57,21,1,0
5,129.07,0.05,1,2,4,3,122.62,7.8,28.99,19,0,0
0,7.07,0.0,1,0,6,4,7.07,1.62,1.56,33,1,0
1,696.25,0.15,3,4,3,2,1775.44,11.85,201.2,24,0,0
2,5.53,0.15,1,1,3,0,4.7,2.78,-1.13,33,1,1
4,114.07,0.2,1,5,7,0,91.26,6.64,18.91,31,1,0
6,2.92,0.0,1,2,6,1,2.92,4.1,-2.93,56,0,0
1,320.93,0.05,4,1,3,2,1219.53,10.98,135.36,69,0,0
3,23.57,0.0,1,2,4,2,23.57,5.8,-3.91,64,0,0
0,14.78,0.15,3,2,3,0,37.69,6.16,10.8,58,0,0
2,7.46,0.0,1,1,12,1,7.46,3.89,-1.28,39,0,0
3,91.6,0.1,1,2,6,4,82.44,7.11,-0.51,38,0,0
6,4.65,0.05,1,1,6,2,4.42,2.6,-0.83,27,1,0
4,145.09,0.1,1,2,3,0,130.58,8.51,28.05,38,1,0
3,2.25,0.1,1,5,4,0,2.02,1.89,-1.73,36,1,0
6,20.81,0.05,1,3,3,0,19.77,4.54,3.37,23,1,0
1,134.43,0.0,3,3,6,4,403.29,8.76,39.63,55,1,0
6,14.45,0.1,1,1,5,3,13.0,3.64,1.56,38,1,0
5,27.06,0.0,3,1,3,2,81.18,7.35,17.0,27,1,0
5,113.52,0.1,4,2,4,4,408.67,8.54,114.06,52,0,0
0,26.39,0.0,1,2,5,4,26.39,5.08,6.8,67,0,0
3,11.23,0.0,1,2,5,4,11.23,3.22,-2.32,28,2,0
5,82.68,0.0,1,0,4,3,82.68,7.16,17.64,30,1,0
0,45.55,0.15,1,1,3,2,38.72,5.56,11.86,54,0,0
2,38.02,0.05,1,3,6,3,36.12,4.32,8.32,46,0,1
0,11.06,0.0,1,3,4,2,11.06,4.42,0.56,42,0,0
2,12.76,0.05,1,1,5,2,12.12,4.12,0.12,68,1,0
2,155.16,0.0,1,1,4,4,155.16,7.52,46.79,64,0,0
5,316.84,0.15,1,1,3,0,269.31,9.82,70.97,38,1,0
4,13.03,0.0,1,0,5,4,13.03,3.84,-0.19,36,0,0
2,148.11,0.1,1,2,4,2,133.3,8.98,37.67,45,1,0
6,21.85,0.0,1,1,4,3,21.85,3.15,5.59,54,0,0
4,310.65,0.15,1,4,5,2,264.05,10.34,63.59,20,1,0
2,36.82,0.0,1,1,7,1,36.82,5.91,6.98,55,1,0
1,248.62,0.0,3,1,4,4,745.86,9.5,80.0,37,1,0
4,16.46,0.0,1,2,3,2,16.46,3.26,1.35,66,0,1
6,14.83,0.2,1,5,4,2,11.86,3.46,1.28,52,0,0
4,77.93,0.0,3,1,4,3,233.79,8.99,56.47,31,1,1
6,14.02,0.0,1,2,5,0,14.02,2.57,3.04,43,2,0
4,84.11,0.05,1,1,6,3,79.9,7.41,14.96,25,0,0
6,11.39,0.0,1,0,4,4,11.39,2.15,2.41,45,0,1
4,43.82,0.0,3,0,5,3,131.46,8.73,28.08,60,1,0
6,7.29,0.15,1,5,4,0,6.2,3.44,-0.96,53,1,1
6,2.44,0.0,2,4,6,4,4.88,0.52,1.43,34,1,0
6,17.77,0.05,1,0,4,0,16.88,5.57,1.18,56,0,1
0,7.74,0.15,1,0,4,2,6.58,1.54,1.42,38,1,0
4,75.9,0.0,1,2,5,2,75.9,6.79,14.46,21,0,0
4,66.35,0.05,1,0,6,1,63.03,7.79,9.86,57,1,0
1,174.28,0.15,1,4,4,2,148.14,7.49,10.29,56,1,0
5,61.31,0.05,3,2,4,3,174.73,6.38,46.04,37,0,0
5,149.92,0.0,1,1,7,0,149.92,5.16,39.82,66,1,0
5,108.2,0.0,1,1,7,1,108.2,8.31,24.15,66,1,0
4,615.6,0.05,1,1,6,1,584.82,10.1,153.65,27,1,0
4,28.83,0.15,2,1,3,0,49.01,6.2,7.52,50,1,0
4,161.82,0.0,1,2,6,4,161.82,7.68,37.63,46,1,0
3,38.25,0.05,2,4,7,1,72.68,5.89,-0.08,69,0,0
0,6.99,0.1,1,1,6,1,6.29,4.9,-2.07,41,1,0
6,9.15,0.1,1,1,4,0,8.24,2.6,0.7,61,1,0
0,14.05,0.2,2,2,4,4,22.48,2.27,7.85,61,1,0
